source_id,source_name,source_owner,domain_or_agency,source_type,lane,data_available,format_available,date_range,update_frequency,access_method,contains_narratives,contains_outcomes,contains_dollar_loss,contains_remedies,contains_pii_risk,terms_or_reuse_notes,trust_tier,corpus_value_score_1_to_10,recommended_use,limitations,primary_source_confirmed_yes_no,citation_or_reference
SRC-CYB-028,Veeam Coveware Q2 2025,Veeam,veeam.com,report,cyber_ai,Ransomware payment trends Q2 2025; backup recovery statistics; incident response data,html|pdf,2025,quarterly,download,no,yes,yes,no,no,Publicly available; vendor-sponsored research,2,7,context,Quarterly ransomware and backup recovery trends,yes,https://www.veeam.com
SRC-CYB-029,BankInfoSecurity MOVEit Report,BankInfoSecurity,bankinfosecurity.com,report,cyber_ai,MOVEit Transfer supply chain attack; 131+ organizations; millions affected,html,2024,ongoing,url,no,yes,no,no,yes,Publicly available security news; PII from victim organization names,2,7,context,Supply chain attack tracking and analysis,yes,https://www.bankinfosecurity.com
SRC-CYB-030,HyperProof Change Healthcare Analysis,HyperProof,hyperproof.io,report,cyber_ai,192.7M individuals affected; $22M ransom; UnitedHealth $2B+ emergency funding; 6TB stolen,html|pdf,2024,one-time,url,no,yes,yes,no,yes,Publicly available analysis; vendor-sponsored,2,8,context,Deep dive on largest healthcare breach in history,yes,https://www.hyperproof.io
SRC-CYB-031,CyberSecurityIntelligence NHS Attack,CyberSecurityIntelligence,cybersecurityintelligence.com,report,cyber_ai,"Synnovis/NHS London ransomware: 11,000+ appointments delayed; 1 confirmed death; 6-month recovery",html,2024,ongoing,url,no,yes,no,no,yes,Publicly available security news,2,7,context,NHS ransomware impact detailed reporting,yes,https://www.cybersecurityintelligence.com
SRC-CYB-032,Giskard Best-of-N Jailbreaking,Giskard,giskard.ai,report,cyber_ai,Near 100% jailbreak success rates; best-of-N attack methodology; defense recommendations,html|pdf,2025,ongoing,url,no,no,no,no,no,Open source security research,2,7,context,AI jailbreak research with high success rates,yes,https://www.giskard.ai
SRC-CYB-033,SOCRadar CVE Analysis,SOCRadar,socradar.io,report,cyber_ai,CVE analysis and threat intelligence; vulnerability exploitation tracking,html|api,2025,ongoing,api,no,no,no,no,no,Publicly available; vendor-sponsored; free tier available,2,7,context,Vulnerability intelligence platform data,yes,https://socradar.io
SRC-CYB-034,FalconFeeds China APT,FalconFeeds,falconfeeds.io,report,cyber_ai,China-nexus APT activity tracking; Salt Typhoon; Volt Typhoon; Silk Typhoon analysis,html|api,2024-2025,ongoing,url,no,no,no,no,no,Publicly available threat intelligence,2,7,context,Nation-state APT tracking and analysis,yes,https://falconfeeds.io
SRC-CYB-035,CyberMagazine CrowdStrike 2026,CyberMagazine,cybermagazine.com,report,cyber_ai,CrowdStrike 2026 report highlights; fastest breakout time 27 seconds; avg 29 minutes,html,2026,annual,url,no,no,no,no,no,Publicly available security news,2,7,context,Incident response time benchmark data,yes,https://cybermagazine.com
SRC-CYB-036,Synnovis Official Updates,Synnovis,synnovis.co.uk,report,cyber_ai,Official NHS London pathology provider incident updates; system recovery timeline,html,2024,ongoing,url,no,yes,no,no,yes,Public domain; UK NHS official communications,1,8,context,Primary source incident documentation; PII from operational data,yes,https://www.synnovis.co.uk
SRC-CYB-037,FireCompass Synnovis Analysis,FireCompass,firecompass.com,report,cyber_ai,Synnovis ransomware technical analysis; Qilin ransomware group attribution,html,2024,one-time,url,no,no,no,no,no,Publicly available security analysis; vendor-sponsored,2,7,context,Technical analysis of critical infrastructure ransomware,yes,https://www.firecompass.com
SRC-CYB-038,311 Institute Secure by Design,311 Institute,311institute.com,report,cyber_ai,CISA Secure by Design pledge analysis; manufacturer accountability framework,html|pdf,2024,one-time,url,no,no,no,no,no,Publicly available research,2,6,context,Software security standards analysis,yes,https://311institute.com
SRC-CYB-039,GovCIO Media Secure by Design,GovCIO,govciomedia.com,report,cyber_ai,Federal cybersecurity policy; CISA initiatives; secure-by-design government implementation,html,2024,ongoing,url,no,no,no,no,no,Publicly available government technology media,2,6,context,Federal cybersecurity policy coverage,yes,https://govciomedia.com
SRC-CYB-040,SecurityWeek CISA KEV,SecurityWeek,securityweek.com,report,cyber_ai,CISA KEV catalog updates and analysis; vulnerability threat intelligence,html|api,2025,ongoing,url,no,no,no,no,no,Publicly available security news,2,7,context,Security news with CISA KEV analysis,yes,https://www.securityweek.com
SRC-CYB-041,NETBankAudit Financial CVEs,NETBankAudit,netbankaudit.com,report,cyber_ai,Financial sector CVE analysis; vulnerability impact on banking infrastructure,html,2025,ongoing,url,no,no,no,no,no,Publicly available financial sector security analysis,2,6,context,Financial sector-specific vulnerability analysis,yes,https://www.netbankaudit.com
SRC-CYB-042,Bright Defense Ransomware Stats,Bright Defense,brightdefense.com,report,cyber_ai,Ransomware statistics and defense recommendations; small business focus,html,2026,annual,url,no,yes,no,no,no,Publicly available; vendor-sponsored,2,6,context,SMB-focused ransomware defense guidance,yes,https://brightdefense.com
SRC-CYB-043,CNIICS Ransomware Payout Stats,CNIIC Solutions,cnicsolutions.com,report,cyber_ai,Ransomware payment statistics; payout trends; recovery data,html,2026,ongoing,url,no,yes,yes,no,no,Publicly available analysis,2,6,context,Ransomware payment outcome statistics,yes,https://www.cnicsolutions.com
SRC-CYB-044,Ransomware Statistics 2026,StationX,stationx.net,report,cyber_ai,Comprehensive ransomware statistics compilation; victim counts; payment rates,html,2026,annual,url,no,yes,yes,no,no,Publicly available research compilation,2,6,context,Ransomware statistics aggregation,yes,https://www.stationx.net
SRC-CYB-045,Baker Donelson IBM Breach Analysis,Baker Donelson,bakerdonelson.com,report,cyber_ai,IBM Cost of Breach 2025 analysis; healthcare breach trends; legal implications,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available legal analysis,2,7,context,Law firm analysis of breach cost data,yes,https://www.bakerdonelson.com
SRC-CYB-046,Bluefin IBM Breach Key Findings,Bluefin,bluefin.com,report,cyber_ai,Breach cost key findings; tokenization impact; payment security recommendations,html|pdf,2025,annual,url,no,yes,no,no,no,Publicly available; vendor-sponsored analysis,2,6,context,Payment security vendor breach analysis,yes,https://www.bluefin.com
SRC-PRP-001,CFPB Consumer Response Annual Report 2024,CFPB,consumerfinance.gov,report,property_contractor,"~3.19M complaints; mortgage, HELOC, personal loan complaint data with outcomes; geographic and demographic breakdowns",pdf,2011-2024,annual,download,no,yes,yes,no,no,Public domain; federal government report,1,8,ledger_ready,Aggregate consumer complaint data; no contractor-specific category,yes,https://files.consumerfinance.gov/f/documents/cfpb_cr-annual-report_2025-05.pdf
SRC-PRP-002,California CSLB FY 2024-25 Enforcement Report,California CSLB,cslb.ca.gov,report,property_contractor,"10,399 complaints referred; 591 revocations; 455 suspensions; 1,655 citations; 1,499 criminal/AG referrals",pdf,FY2024-25,annual,download,no,yes,yes,yes,no,Public domain; state government report,1,9,ledger_ready,Most comprehensive state contractor enforcement data available,yes,https://www.cslb.ca.gov/Resources/Reports/Enforcement/CSLB_FY_2024-25_Enforcement_Report.pdf
SRC-PRP-003,Tennessee State Board for Licensing Contractors,TN State Board,capitol.tn.gov,report,property_contractor,829 complaints FY2025; 236 enforcement actions; $900K+ in civil penalties (2024),pdf|html,FY2025,annual,download,no,yes,yes,yes,no,Public domain; state government data,1,8,ledger_ready,Detailed state-level contractor enforcement statistics,yes,http://capitol.tn.gov/Archives/Joint/committees/gov-opps/com/State%20Board%20for%20Licensing%20Contractors_QA_2025.pdf
SRC-PRP-004,FTC Ygrene Enforcement Action,FTC,ftc.gov,enforcement_action,property_contractor,$2.9M in consumer refunds; 960 victims; home improvement financing fraud; forged liens,html|pdf,2024-2025,one-time,url,yes,yes,yes,yes,no,Public domain; federal enforcement action,1,9,ledger_ready,Specific home improvement financing fraud case with restitution data,yes,https://www.ftc.gov/news-events/news/press-releases/2025/07/ftc-sends-more-29-million-consumers-harmed-home-improvement-financing-firm
SRC-PRP-005,Illinois AG Top 10 Complaints 2024,Illinois AG,illinoisattorneygeneral.gov,report,property_contractor,"2,256 construction complaints (#1 category); $12M saved via mediation; $48M via enforcement",html|pdf,2024,annual,url,no,yes,yes,yes,no,Public domain; state government report,1,8,ledger_ready,State AG enforcement with contractor complaint as top category,yes,https://illinoisattorneygeneral.gov/news/story/attorney-general-raoul-recognizes-national-consumer-protection-week-announces-top-10-list-of-consumer-complaints-3-3-25
SRC-PRP-006,Minnesota DLI Enforcement Actions,Minnesota DLI,dli.mn.gov,enforcement_action,property_contractor,Specific enforcement cases with dollar amounts; unlicensed contractor fines; license revocations,pdf,2024,ongoing,download,yes,yes,yes,yes,no,Public domain; state government enforcement,1,7,ledger_ready,Specific enforcement cases with dollar amounts,yes,https://www.dli.mn.gov/sites/default/files/pdf/review71summer24.pdf
SRC-PRP-007,Lex Machina Insurance Litigation Report 2025,Lex Machina,lexisnexis.com,report,property_contractor,"3,500+ homeowner policy lawsuits in 2024 (non-hurricane); litigation trend data since 2009",pdf|html,2009-2024,annual,download,no,yes,yes,no,no,Proprietary legal analytics; publicly available summary,1,8,ledger_ready,Federal court insurance litigation analytics; proprietary data,yes,https://www.lexisnexis.com/community/pressroom/b/news/posts/lex-machina-2025-insurance-litigation-report-maps-a-changing-world-of-coverage-disputes
SRC-PRP-008,NCS Credit Lien Index Q3 2025,NCS Credit,ncscredit.com,dataset,property_contractor,"National and regional mechanic's lien activity; state-level filing volumes; Texas, FL, CA, GA, NV leading",html|csv,2015-2025,quarterly,download,no,yes,yes,no,no,Commercial data; publicly available summaries,2,7,ledger_ready,Quarterly mechanic's lien index; subscription for full data,yes,https://www.ncscredit.com/education-center/blog/lien-index-q3-2025
SRC-PRP-009,Consumer Federation of America 2024 Complaint Survey,CFA,consumerfed.org,report,property_contractor,"41 agencies across 31 states; 350,000+ complaints handled; $890M+ in consumer relief",pdf,2024,annual,download,yes,yes,yes,yes,no,Publicly available advocacy report,2,8,ledger_ready,National consumer agency survey; home improvement ranks #3 complaint category,yes,https://consumerfed.org/wp-content/uploads/2025/06/2024-Consumer-Complaint-Survey-Report-Final-June-2025.pdf
SRC-PRP-010,Seyfarth Shaw Commercial Litigation Outlook 2025,Seyfarth Shaw,carriermanagement.com,advisory,property_contractor,Construction defect litigation trends; skilled labor shortage connections; commercial litigation forecasts,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available legal analysis,2,7,context,Construction defect litigation trends and forecasts,yes,https://www.carriermanagement.com/news/2025/03/14/272933.htm
SRC-PRP-011,Reviews.com Home Warranty Survey 2024,Reviews.com/YouGov,reviews.com,dataset,property_contractor,"2,584 adults; 49% claim satisfaction rate; denial and partial coverage data",html|csv,2024,annual,url,no,yes,no,no,no,Publicly available survey results,2,7,context,Home warranty satisfaction survey data,yes,https://www.reviews.com/insurance/home-warranty/satisfaction-survey/
SRC-PRP-012,Warranty Week New Home Builder Warranty Report,Warranty Week,warrantyweek.com,report,property_contractor,"$1.071B in warranty claims paid by 27 homebuilders in 2024; avg accrual $2,980 per new home",html|csv,2024,annual,url,no,yes,yes,no,no,Publicly available industry analysis,2,7,context,Builder warranty financial data; industry analysis,yes,https://www.warrantyweek.com/archive/ww20250417.html
SRC-PRP-013,Hippo Home Repair Scam Analysis,Hippo Insurance,hippo.com,report,property_contractor,"81,925 FTC home improvement scam reports; $1,800 average loss per BBB; scam pattern analysis",html,2024-2025,annual,url,no,yes,yes,no,no,Publicly available; vendor-sponsored analysis,2,7,context,Insurance industry home repair scam data,yes,https://www.hippo.com/blog/home-repair-scams
SRC-PRP-014,Nevada State Contractors Board,Nevada NSCB,nvcontractorsboard.com,report,property_contractor,"Disciplinary procedures; fines up to $10,000 per violation; non-licensee penalties up to $15,000",html|pdf,2024,ongoing,url,yes,yes,yes,yes,no,Public domain; state government data,1,6,ledger_ready,State-level contractor disciplinary data,yes,https://www.nvcontractorsboard.com/investigations/disciplinary-actions/
SRC-PRP-015,North Carolina Licensing Board for General Contractors,NC LBGC,nclbgc.org,report,property_contractor,Quarterly disciplinary action summaries; consent orders; license actions,html|pdf,2025,quarterly,url,yes,yes,yes,yes,no,Public domain; state government data,1,6,ledger_ready,Quarterly state contractor board enforcement,yes,https://nclbgc.org/2025/04/02/board-buzz-spring-2025/
SRC-PRP-016,California CSLB License Law Reference Book 2024,California CSLB,cslb.ca.gov,standard,property_contractor,"Full citation penalty schedule ($200-$30,000); complaint procedures; contract requirements",pdf,2024,annual,download,no,no,no,no,no,Public domain; state regulatory guidance,1,7,context,Regulatory penalty schedule and complaint procedures,yes,https://www.cslb.ca.gov/Resources/GuidesAndPublications/2024/2024-CA-License-Law-Reference-Book.pdf
SRC-AST-001,DOJ Onur Aksoy Counterfeit Cisco Sentencing,DOJ,justice.gov,enforcement_action,asset_compute,$100M+ counterfeit Cisco equipment; 19 companies; military systems F-15/F-22; 6.5 year prison sentence; $100M restitution,html|pdf,2014-2024,one-time,url,yes,yes,yes,yes,no,Public domain; federal court records,1,10,ledger_ready,Definitive counterfeit hardware case; national security implications,yes,https://www.justice.gov/usao-sdfl/pr/leader-massive-scheme-traffic-counterfeit-cisco-equipment-sentenced
SRC-AST-002,State Department OIG Grey Market Cisco Alert,State Dept OIG,state.gov,advisory,asset_compute,"Non-genuine Cisco devices in federal networks; counterfeit products, tampered serial numbers, no firmware support",html|pdf,2025,one-time,url,no,yes,yes,no,no,Public domain; federal government fraud alert,1,9,ledger_ready,Government acknowledgment of counterfeit risk in federal procurement,yes,https://www.state.gov/oig
SRC-AST-003,NIST AMD Trust and Provenance Workshop,NIST/AMD,nist.gov,report,asset_compute,Semiconductor supply chain risks; counterfeit incidents 2022-2025; Fudan Micro clone; Fujian Jinhua case,pdf|html,2022-2025,ongoing,url,no,yes,yes,no,no,Public domain; federal workshop materials,1,9,ledger_ready,Government workshop on semiconductor supply chain integrity,yes,https://www.nist.gov
SRC-AST-004,Tom's Hardware Counterfeit RTX 4090,Tom's Hardware,tomshardware.com,news,asset_compute,Counterfeit RTX 4090 with re-marked RTX 3080 Ti die; counterfeit memory; professional-grade forgery,html,2024,ongoing,url,no,yes,yes,no,no,Publicly available tech journalism,1,9,ledger_ready,Detailed technical analysis of GPU counterfeiting methods,yes,https://www.tomshardware.com
SRC-AST-005,Gamers Nexus Counterfeit AMD 9800X3D,Gamers Nexus,gamersnexus.net,news,asset_compute,Fake CPU with no silicon die; empty shell; Amazon direct sale; forensic-level documentation,html|video,2025,ongoing,url,no,yes,yes,no,no,Publicly available investigative journalism,1,9,ledger_ready,Forensic-level documentation of empty-shell CPU counterfeit,yes,https://www.gamersnexus.net
SRC-AST-006,Tom's Hardware eBay RTX 5090 Component Stripping,Tom's Hardware,tomshardware.com,news,asset_compute,"$4,000 RTX 5090 returned with missing GPU die; component stripping fraud; expert-level soldering",html,2026,ongoing,url,no,yes,yes,no,no,Publicly available tech journalism,1,8,ledger_ready,Return fraud with component stripping documentation,yes,https://www.tomshardware.com
SRC-AST-007,Amazon RBK Refund Fraud Lawsuit,Amazon/PCMag,pcmag.com,enforcement_action,asset_compute,"$4M+ in fraudulent refunds; RBK group 1,000+ Telegram subscribers; targeted GPUs and laptops",html,2026,ongoing,url,no,yes,yes,yes,no,Publicly available court filing reporting,1,8,ledger_ready,Organized refund fraud targeting electronics; legal documentation,yes,https://www.pcmag.com/news/amazon-sues-over-refund-scam-involving-gpus-laptops
SRC-AST-008,REKK Refund Fraud Judgment,Courthouse News,courthousenews.com,enforcement_action,asset_compute,"$2.4M judgment; 100,000+ fraudulent orders; Amazon insider bribery; Telegram-based operation",html,2025,one-time,url,no,yes,yes,yes,no,Publicly available court reporting,1,8,ledger_ready,Organized refund fraud ring judgment; cross-retailer operation,yes,https://www.courthousenews.com
SRC-AST-009,Singapore Nvidia Chip Smuggling Case,TechCrunch,techcrunch.com,news,asset_compute,$390M server fraud; Nvidia chips export control evasion; Dell/Super Micro deception; Malaysia-China diversion,html,2025,ongoing,url,no,yes,yes,yes,no,Publicly available tech journalism,1,8,ledger_ready,AI chip export control evasion at national scale,yes,https://techcrunch.com/2025/03/13/singapore-grants-bail-for-nvidia-chip-smugglers-in-alleged-390m-fraud/
SRC-AST-010,CNAS Countering AI Chip Smuggling,CNAS,cnas.org,report,asset_compute,AI chip smuggling as national security priority; export control analysis; policy recommendations,html|pdf,2025,ongoing,url,no,yes,no,no,no,Publicly available think tank report,1,8,context,Policy-level analysis of AI chip diversion at scale,yes,https://www.cnas.org
SRC-AST-011,CPSC Recall Record 2025,CPSC,cpsc.gov,enforcement_action,asset_compute,"376 recalls by Sep 2025 (record); 66% Chinese products; 92% from e-commerce; 750,000+ units seized",html|csv,2024-2025,ongoing,api,no,yes,yes,no,no,Public domain; federal government database,1,8,ledger_ready,Consumer product safety recall data; e-commerce risk indicator,yes,https://www.cpsc.gov
SRC-AST-012,FTC Protecting Older Consumers 2024-2025,FTC,ftc.gov,report,asset_compute,Elder fraud patterns; enforcement actions; financial losses; Restoro $25.5M; Aqua Finance $20M,pdf,2020-2024,annual,download,no,yes,yes,yes,no,Public domain; federal government report,1,8,ledger_ready,Consumer protection enforcement with asset/repair fraud data,yes,https://www.ftc.gov
SRC-AST-013,ERAI Counterfeit Parts Report 2024,ERAI/Siemens,siemens.com,report,asset_compute,"25% increase in counterfeit parts 2024; highest since 2015; analog ICs, PLCs, microprocessors most targeted",html|pdf,2024,annual,url,no,yes,no,no,no,Publicly available industry report,2,7,context,Electronics component counterfeiting industry statistics,yes,https://www.siemens.com
SRC-AST-014,Eclypsium Counterfeit Device Cyber Risk,Eclypsium,eclypsium.com,report,asset_compute,Counterfeit hardware cybersecurity risks; secondary server market $40.2B growing to $140B+; firmware vulnerabilities,html|pdf,2026,ongoing,url,no,yes,yes,no,no,Publicly available; vendor-sponsored research,2,8,context,Cybersecurity analysis of counterfeit hardware risks,yes,https://www.eclypsium.com
SRC-AST-015,Merchant Risk Council eCommerce Fraud 2025,Merchant Risk Council,merchantriskeouncil.com,report,asset_compute,Global e-commerce payment fraud trends; merchant risk indicators; fraud prevention strategies,html|pdf,2025,annual,download,no,yes,yes,no,no,Publicly available; industry body report,2,7,context,E-commerce fraud industry benchmark data,yes,https://www.merchantriskeouncil.com
SRC-AST-016,Signifyd State of Fraud and Returns 2025,Signifyd,signifyd.com,report,asset_compute,Returns fraud trends; card testing; abuse patterns; $103B fraudulent returns in US,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available; vendor-sponsored research,2,7,context,Returns fraud and abuse trend data,yes,https://www.signifyd.com
SRC-AST-017,DataCenter Forum Outage Report,DataCenter Forum,datacenterforum.net,report,asset_compute,"54% of organizations report outage costs exceeding $100,000; 20% exceed $1M; power failures 54% root cause",html,2024-2025,annual,url,no,yes,yes,no,no,Publicly available; industry data,2,8,context,Data center outage cost and cause statistics,yes,https://www.datacenterforum.net
SRC-AST-018,DPS Telecom 2025 Data Center Outage Report,DPS Telecom,dpstelecom.com,report,asset_compute,Power failures as root cause of 54% of impactful outages; IT/network complexity growing vulnerability,html|pdf,2025,annual,url,no,yes,no,no,no,Publicly available; vendor-sponsored,2,7,context,Data center outage root cause analysis,yes,https://www.dpstelecom.com
SRC-AST-019,ScienceDirect Semiconductor Supply Chain,ScienceDirect,sciencedirect.com,report,asset_compute,Peer-reviewed systematic review of semiconductor supply chain resilience; risks and mitigation,pdf,2025,ongoing,url,no,no,no,no,no,Open access academic paper,1,8,context,Peer-reviewed academic supply chain risk research,yes,https://www.sciencedirect.com
SRC-AST-020,HADCO USPAP Equipment Appraisals,HADCO International,hadco.net,standard,asset_compute,USPAP standards for equipment valuation; industrial/heavy equipment focus; appraisal methodology,html|pdf,2024,ongoing,url,no,no,no,no,no,Publicly available standards analysis,2,6,context,Equipment appraisal standards; limited electronics coverage,yes,https://www.hadco.net
SRC-AST-021,American Society of Appraisers Equipment Valuation,ASA,appraisers.org,standard,asset_compute,"Machinery and equipment valuation courses (ME201-ME204); cost, market, income approaches",html|pdf,2024,ongoing,url,no,no,no,no,no,Publicly available professional standards,2,6,context,Professional equipment appraisal standards,yes,https://www.appraisers.org
SRC-AST-022,OpenFox Blockchain Chain of Custody,OpenFox,openfox.com,report,asset_compute,SHA-256 hashes; C2PA 2.2 standards; smart contracts for custody changes; ISO 27037 mapping,html|pdf,2026,ongoing,url,no,no,no,no,no,Publicly available technical analysis,2,6,context,Blockchain provenance for hardware chain-of-custody,yes,https://www.openfox.com
SRC-AST-023,Astute Group Counterfeit GPUs,Astute Group,astutegroup.com,report,asset_compute,Counterfeit GPU trends; AS6081/AS6171 standards; 25% increase in counterfeit parts,html|pdf,2024,ongoing,url,no,yes,no,no,no,Publicly available industry report; vendor-sponsored,2,7,context,GPU counterfeiting trend analysis and standards,yes,https://www.astutegroup.com
SRC-AST-024,BrandShield Online Marketplace Scams 2025,BrandShield,brandshield.com,report,asset_compute,Top 10 marketplace scam types; brand protection intelligence; online fraud trends,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available; vendor-sponsored report,2,7,context,Online marketplace scam intelligence,yes,https://www.brandshield.com
SRC-AST-025,Cropink eCommerce Fraud Statistics 2026,Cropink,cropink.com,report,asset_compute,$44.3B global e-commerce fraud losses 2024; $48B projected 2025; $207 loss per $100 fraud; NA 42%,html,2024-2026,annual,url,no,yes,yes,no,no,Publicly available research compilation,2,7,context,Comprehensive e-commerce fraud statistics,yes,https://www.cropink.com
SRC-AST-026,SMT Corp Counterfeit Components,SMT Corp,smtcorp.com,report,asset_compute,Technology advancements accelerating counterfeit electronics; AI and market dynamics analysis,html|pdf,2026,ongoing,url,no,no,no,no,no,Publicly available industry report,2,7,context,Counterfeit electronics manufacturing trend analysis,yes,https://www.smtcorp.com
SRC-AST-027,Payments Association Fraud Trends 2025,Payments Association,thepaymentsassociation.org,report,asset_compute,Top 5 fraud trends for high-risk merchants; AI-driven scams; chargeback trends,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available; industry body report,2,7,context,Payment fraud trends for high-risk merchants,yes,https://thepaymentsassociation.org
SRC-AIA-001,NIST AI RMF Agentic Profile,CSA/NIST,cloudsecurityalliance.org,standard,ai_agent_trust,Four-tier autonomy classification; governance requirements; runtime behavioral telemetry; tool-use risk inventory,pdf|html,2026,ongoing,download,no,no,no,yes,no,Public domain; federal standards framework,1,10,ledger_ready,Foundational governance framework for AI agents; May 2026,yes,https://cloudsecurityalliance.org/artifacts/nist-ai-rmf-agentic-systems-profile/
SRC-AIA-002,EU AI Act Portal,European Commission,european-commission.europa.eu,standard,ai_agent_trust,Risk-based AI classifications; penalties up to EUR 35M or 7% global turnover; prohibited practices; GPAI obligations,html,2024-2026,ongoing,url,no,no,no,yes,no,Public domain; EU regulation,1,10,ledger_ready,Binding regulation with significant penalties; phased implementation,yes,https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai
SRC-AIA-003,OECD AI Incidents Monitor Trends,OECD,oecd.ai,dataset,ai_agent_trust,2.7x increase cyberattack/fraud AI incidents 2022-2025; synthetic media 2.5x; 14 incident themes tracked,html|csv|json,2022-2025,quarterly,api,no,yes,yes,no,no,Open data; IGO publication,1,10,ledger_ready,Standardized international AI incident tracking; OECD.AI,yes,https://oecd.ai/en/incidents
SRC-AIA-004,Stanford HAI Legal Hallucination Study,Stanford HAI,hai.stanford.edu,report,ai_agent_trust,LLMs hallucinate 58-88% on legal queries; Lexis+ AI 17%; Westlaw AI 34%; GPT-4 43%,pdf|html,2024-2025,annual,download,no,no,no,no,no,Open access academic research,1,10,ledger_ready,Peer-reviewed legal AI hallucination rates; authoritative academic source,yes,https://hai.stanford.edu
SRC-AIA-005,NIST ARIA Program,NIST,nist.gov,report,ai_agent_trust,Assessing Risks and Impacts of AI; 457 participants in 2024 pilot; public CTF exercise; red teaming framework,html|pdf,2024-2025,ongoing,url,no,no,no,no,no,Public domain; federal government program,1,9,context,AI risk assessment program; evaluation methodology,yes,https://www.nist.gov/itl/aria
SRC-AIA-006,ISO IEC 42001 Standard,ISO,iso.org,standard,ai_agent_trust,First certifiable international AI management system standard; PDCA model; 3-year certification cycle,pdf|html,2023-2026,ongoing,purchase,no,no,no,yes,no,ISO standard; purchase required for full text,1,9,ledger_ready,Certifiable AI governance standard; widely adopted globally,yes,https://www.iso.org/standard/81230.html
SRC-AIA-007,OWASP Top 10 for Agentic AI,OWASP,owasp.org,standard,ai_agent_trust,Goal hijacking #1; tool misuse #2; privilege abuse #3; memory poisoning #6; cascading failures #8,html|pdf,2025,annual,download,no,no,no,no,no,Open source standard; freely available,1,10,ledger_ready,Industry-standard agentic AI security risk framework; Dec 2025 release,yes,https://owasp.org/www-project-agentic-ai-security/
SRC-AIA-008,2025 AI Agent Index,MIT/arXiv,arxiv.org,report,ai_agent_trust,Agentic AI capabilities assessment; 25+ agent systems evaluated; autonomy levels; risk categorization,pdf,2026,annual,download,no,no,no,no,no,Open access academic preprint,1,9,context,Academic AI agent capabilities and risk assessment,yes,https://arxiv.org/abs/2502.10500
SRC-AIA-009,Blackbird.ai OpenClaw Moltbook Analysis,Blackbird.ai,blackbird.ai,report,ai_agent_trust,"100,000+ OpenClaw installations; 22% enterprise shadow AI; CVE-2025-53773 CVSS 9.6; credential theft",html|pdf,2024-2026,ongoing,url,no,yes,yes,no,yes,Publicly available; vendor-sponsored analysis,2,8,context,AI agent security incident analysis; shadow AI risk data,yes,https://www.blackbird.ai
SRC-AIA-010,Wiz.io Agentic Browser Security Review,Wiz.io,wiz.io,report,ai_agent_trust,Agentic browser security analysis; ChatGPT Operator task injection; OpenAI Atlas tainted memory; CometJacking,html|pdf,2025-2026,annual,url,no,no,no,no,no,Publicly available; vendor-sponsored research,2,8,context,Comprehensive agentic browser security vulnerability assessment,yes,https://www.wiz.io/blog/agentic-ai-security
SRC-AIA-011,LayerX CometJacking Research,LayerX Security,layerxsecurity.com,report,ai_agent_trust,Perplexity Comet hijacking via weaponized URL; email/calendar data exfiltration; Base64 bypass,html|pdf,2025,ongoing,url,no,no,no,no,no,Publicly available security research; vendor-sponsored,2,8,context,Specific agentic browser exploitation technique research,yes,https://www.layerxsecurity.com
SRC-AIA-012,Miami Law Review Mobley v Workday,Miami Law Review,law.miami.edu,report,ai_agent_trust,"AI vendors as agents of employers; Title VII, ADEA, ADA claims; 1.1B applications rejected; class action certified",html|pdf,2023-2025,ongoing,url,no,yes,yes,yes,yes,Publicly available academic legal analysis,2,9,ledger_ready,Landmark AI vendor liability case; nationwide class action; PII in court filings,yes,https://lawreview.law.miami.edu
SRC-AIA-013,Databahn AI Agents Security Incidents,Databahn.ai,databahn.ai,dataset,ai_agent_trust,AI agent security incident database; 1.5M Moltbook agents; 17K operators; 506 prompt injections; credential exposure,html|csv,2024-2026,ongoing,url,no,yes,yes,no,yes,Publicly available; industry incident database,2,8,context,AI agent security incident tracking database,yes,https://www.databahn.ai
SRC-AIA-014,Resemble AI Deepfake Threat Report,Resemble AI,resemble.ai,report,ai_agent_trust,$1.28B deepfake fraud losses 2025; celebrity impersonation $401M; executive impersonation $217M,html|pdf,2025,annual,url,no,yes,yes,no,no,Publicly available; vendor-sponsored report,2,8,context,Deepfake fraud financial impact analysis,yes,https://www.resemble.ai
SRC-AIA-015,Surfshark Deepfake Fraud Losses,Surfshark,surfshark.com,report,ai_agent_trust,$897M total deepfake fraud since 2019; loss breakdown by category; geographic distribution,html|pdf,2019-2025,annual,url,no,yes,yes,no,no,Publicly available; vendor-sponsored research,2,7,context,Deepfake fraud historical trend data,yes,https://surfshark.com
SRC-AIA-016,Trantor AI Agent Failure Modes,Trantor,trantor.ai,report,ai_agent_trust,Production AI agent failure modes; retry loop cost explosions; infinite loops; silent quality degradation,html|pdf,2025-2026,ongoing,url,no,yes,yes,no,no,Publicly available; vendor-sponsored analysis,2,7,context,AI agent production failure mode analysis,yes,https://www.trantor.ai
